690020,HGT
690070,OAR
690080,SYL
690120,2EG
690130,8FR
690140,NZJ
690150,NXP
690160,NTK
690170,L63
690190,DYS
690230,NUW
690240,NIX
690280,9R3
690290,2R8
690300,8R9
690330,4S2
693870,EX4
694064,BS4
694070,EY5
699604,NYL
700197,WLK
700260,BRW
700264,XIS
700300,AIN
700630,OLI
700634,UBW
700635,GBH
700636,PUO
700637,SCC
700639,HVY
700860,BTI
700864,MUY
700867,FKF
700869,5CD
701043,PHO
701190,KPC
701195,SHH
701196,IAN
701210,PIZ
701330,OTZ
701333,DRG
701335,WTK
701620,UMT
701625,AKP
701718,Z60
701719,SHG
701723,HUS
701740,BTT
701745,WCR
701746,DTK
701747,CXF
701748,PPC
701749,WSM
701780,TAL
701793,MLY
701795,FVM
701940,FYU
701945,ARC
702000,OME
702005,KSM
702033,MOS
702035,SVA
702040,GAM
702070,UNK
702075,ANV
702084,ENM
702094,MOU
702185,MYU
702186,HPB
702190,BET
702195,WNA
702223,GAL
702224,EAA
702225,HSL
702310,MCG
702320,ANI
702460,MHM
702480,FWL
702483,Z42
702490,PTI
702495,5HR
702510,TKA
702550,SKW
702590,ENA
702595,SXQ
702596,BLG
702600,ENN
702605,Z84
702606,Z00
702607,Z49
702610,FAI
702640,UMM
702645,5MK
702646,5MU
702647,5EA
702648,Z68
702670,BIG
702674,CRC
702675,5PX
702676,CHP
702677,Z32
702693,SMU
702696,5WO
702710,GKN
702715,Z37
702716,5GN
702717,5SO
702718,Z55
702719,Z01
702725,LHD
702730,ANC
702735,MRI
702740,PAQ
702745,Z22
702746,BCV
702750,VWS
702755,MXY
702756,VDZ
702757,5WT
702770,5WD
702790,5HN
702795,HBK
702910,ORT
702915,5SZ
702923,TSG
702924,Z12
702960,CDV
702965,JOH
702980,CYT
702986,5BI
702987,IGT
703080,SNP
703160,CDB
703165,SDP
703210,DLG
703263,AKN
703330,PTH
703334,Z03
703335,WSN
703400,ILI
703406,Z30
703407,SLQ
703410,HOM
703430,MDO
703500,ADQ
703573,SKJ
703600,5CE
703605,PTU
703606,TOG
703610,YAK
703615,50C
703620,SGY
703625,Z26
703626,HNS
703640,ERO
703650,CSP
703670,GST
703675,SSR
703710,SIT
703715,Z21
703810,JNU
703815,PRT
703816,FNR
703817,ELV
703830,AGN
703850,FIV
703855,KAE
703860,PSG
703863,FPN
703865,LVD
703870,WRG
703880,CDE
703884,HYG
703885,Z71
703886,Z76
703893,9Z0
703894,9Z1
703920,CGA
703950,KTN
703980,ANN
704090,ATU
704540,ADK
704545,AHT
704820,IKO
704890,DUT
704895,CSH
704896,PML
710310,WZV
710320,WPR
710323,WCB
710430,YVQ
710435,YGH
710450,YZW
710455,WZW
710480,WFV
710490,WBR
710500,WPU
710510,WSY
710513,YSY
710550,WFX
710560,WCX
710563,YDQ
710600,WOA
710620,WHS
710633,YFR
710660,YOJ
710680,YPE
710685,ZHP
710690,YZH
710710,YUQ
710720,YMD
710725,WMD
710730,WFL
710735,YXN
710740,WIC
710750,WWC
710760,WDC
710770,WVT
710774,YVT
710780,YYL
710790,YTH
710800,WUU
710810,YUX
710814,YGT
710820,WLT
710823,YLT
710830,YRT
710850,WEV
710870,WID
710900,YCY
710910,WLX
710914,YUV
710920,WUW
710930,WUD
710934,YXP
710940,YVN
710944,YUT
710950,YIO
710960,WVD
710964,YVM
710970,WOB
710980,WWV
711000,WTI
711010,YZP
711015,ZZP
711020,WTC
711030,YQZ
711033,WQZ
711040,YWL
711046,WFR
711050,WPI
711060,YAZ
711064,WIF
711073,WZD
711074,WZK
711075,WNX
711080,YXX
711090,YZT
711100,WAQ
711110,WES
711120,WAN
711130,WZA
711133,WAE
711140,YHE
711150,WJV
711160,WOE
711173,WEG
711190,WSE
711200,YOD
711210,YED
711220,WBA
711226,WZG
711227,WUN
711230,YEG
711233,ZVL
711240,WIQ
711250,YLJ
711253,WLJ
711270,WOU
711275,WHN
711280,YSD
711290,YKY
711300,YBU
711303,WBU
711310,WEH
711320,YSF
711330,WSR
711340,WTF
711350,WKO
711370,WVN
711380,YQV
711390,WVP
711399,WVJ
711400,YBR
711410,YNE
711430,WBL
711450,YIV
711480,WPO
711500,WUT
711510,WQG
711530,WFJ
711540,WGM
711600,WFZ
711610,WIE
711620,WBJ
711630,WMT
711640,WLG
711650,WYH
711660,WTE
711670,WJP
711680,WMP
711700,WCM
711760,WKW
711800,ZDI
711820,ZUM
711830,WXW
711835,WFU
711840,WHM
711850,WDH
711854,WDX
711855,WXI
711860,WQM
711870,YBC
711880,YGP
711890,WQV
711910,WTP
711915,WXJ
711930,WHW
711940,WBD
711944,WBF
711960,WVA
711965,WVW
711966,WYI
711970,WZB
711974,WOF
712000,WLM
712010,WHC
712015,WVR
712023,WIR
712026,WPF
712027,WVV
712030,YLW
712043,WMR
712045,WVF
712060,YBD
712070,WSK
712080,YPW
712150,WYY
712160,WNP
712180,WSL
712220,WKX
712310,WXL
712320,WXA
712340,WDK
712350,WDU
712360,WRT
712380,WFE
712390,WHE
712400,WGY
712410,WHA
712420,WQQ
712430,WQL
712440,WRY
712450,WNR
712460,WRD
712470,WSH
712480,WAV
712490,WHI
712500,WNT
712510,WVO
712520,WWO
712530,WGF
712540,WRV
712550,WMX
712600,YAM
712610,WGD
712625,YSN
712630,YHM
712643,YKZ
712650,YTZ
712655,WTZ
712700,WCO
712710,WLQ
712720,WPB
712730,WDD
712810,WGH
712820,WGL
712830,WDF
712840,WQE
712900,WJM
713130,YGV
713230,WHV
713680,YKF
713710,YHU
713715,WLH
713720,WIZ
713725,WVE
713730,WFQ
713740,WQW
713750,WQR
713760,WJT
713770,WVQ
713780,WDQ
713790,WOD
713810,WIX
713820,WPD
713830,WKD
713840,WTN
713850,WQO
713950,YHZ
713955,WAZ
713970,YZX
713975,WEJ
713980,WUR
713993,WXO
713995,WCP
714000,WDI
714015,WHU
714020,WDO
714030,WBV
714080,WZN
714100,WAH
714110,WWE
714120,WEP
714133,WZQ
714140,WPJ
714150,WBK
714160,WRW
714170,WDA
714180,WEF
714190,WRN
714210,WEO
714230,WHP
714240,WER
714250,WSF
714260,WAF
714270,WTG
714280,WSG
714290,WRZ
714300,WQP
714310,WNC
714319,WKR
714320,WWZ
714323,WDN
714330,WCI
714335,WRK
714340,WWN
714350,WDV
714354,WIM
714360,WCU
714370,WWB
714380,WMZ
714390,WWX
714393,WRE
714400,WHL
714410,WGN
714420,WSZ
714430,WEQ
714440,WWP
714450,WWS
714460,WVC
714470,WEI
714480,WEA
714500,WOK
714510,WJH
714520,WWF
714530,WMQ
714540,WLV
714550,WLE
714560,WFF
714570,WBO
714580,WVI
714590,WJX
714600,WBE
714610,WAB
714620,WNL
714630,WPC
714640,WPS
714650,WAJ
714660,WNB
714680,WKK
714720,WQS
714725,WMA
714730,WEZ
714735,YWH
714740,WCL
714750,WQC
714755,YPB
714760,WEK
714770,WRO
714780,WFG
714790,WRU
714810,WXM
714820,WME
714830,WAC
714835,WBG
714840,WWL
714844,WZL
714850,WLP
714860,WJW
714870,WJI
714880,YKJ
714900,WTD
714960,WIJ
714963,YWO
714970,WJL
714980,WXV
714990,WJZ
715010,WJN
715020,WND
715050,WHT
715060,WRR
715070,WJY
715100,WRJ
715110,WIW
715120,WBT
715210,WDP
715220,WDT
715230,WEE
715240,WEW
715270,WSI
715380,YQG
716000,WSA
716004,YSA
716005,WOL
716010,YAW
716013,YID
716015,WAW
716030,YQI
716033,WVU
716053,YPD
716055,WGU
716070,WSS
716090,YSJ
716094,WPE
716100,YSC
716120,WTA
716140,WIT
716160,WVY
716170,WJO
716180,WHY
716190,WOC
716200,YGK
716210,YTR
716230,YXU
716240,YYZ
716245,WCS
716250,YWA
716260,WMN
716270,YUL
716274,WUL
716278,YMX
716279,YND
716280,YOW
716284,WGV
716290,YPQ
716300,YQA
716303,WET
716310,WLS
716320,WBI
716330,YVV
716333,ZVV
716334,WSO
716340,YZR
716380,WTO
716750,WPQ
717000,YFC
717010,YCX
717020,YSU
717024,WNE
717030,YSL
717050,YQM
717060,YYG
717063,WSD
717064,WYG
717070,YQY
717090,YGR
717100,WGR
717110,YCL
717115,WIY
717120,WBZ
717134,YML
717140,YQB
717145,WRQ
717150,WNH
717160,YOY
717170,YCH
717173,ZBF
717174,WCQ
717175,WXS
717180,YYY
717190,WMI
717200,WOH
717210,WMJ
717220,WMW
717230,WNQ
717240,WTY
717250,YVO
717255,YUY
717260,WPK
717270,YBG
717280,YRJ
717300,YSB
717310,YYB
717313,ZNB
717325,WYB
717330,YZE
717334,YEL
717340,WUY
717350,YXR
717360,WGQ
717363,WGJ
717374,YLD
717380,YXZ
717385,WXZ
717390,YTS
717393,WEC
717480,WCH
717485,WQU
717490,YQT
717493,YTJ
717495,WTX
717496,WCJ
717680,WUS
717690,WGB
717700,WJR
717720,WEL
717740,WKH
717750,WMM
717760,WNM
717770,WGP
717780,WQK
717800,WSP
717810,WGT
717820,WGW
717830,WYJ
717840,WWA
717850,WWK
717860,WYL
717990,YYJ
718000,WRA
718004,WFH
718005,WZY
718010,YYT
718020,WDS
718030,YQX
718040,WZZ
718060,WAG
718064,WFY
718070,WAR
718080,YBX
718090,YDF
718100,WBY
718103,YPN
718110,YZV
718113,YHH
718130,YNA
718140,WDM
718150,YJT
718160,YYR
718170,WMH
718173,YMH
718180,WCA
718184,YCA
718190,WAX
718193,YFT
718194,YAY
718210,YNM
718220,YMT
718230,YAH
718233,ZAG
718250,YWK
718260,WXP
718270,YGL
718275,YAD
718280,YKL
718310,YYU
718320,WNZ
718340,YGQ
718345,WED
718360,WZC
718364,ZEM
718365,YMO
718410,WYW
718420,YXL
718425,YHD
718450,WPL
718454,YPL
718460,WLF
718480,YTL
718500,YQK
718510,YPG
718515,WPG
718520,YWG
718525,WII
718530,WLO
718535,WSU
718540,YRL
718550,YDN
718560,YGM
718575,YFO
718576,WFO
718580,WJD
718590,YBV
718610,WIK
718620,YEN
718630,YQR
718640,YMJ
718650,WYO
718654,WOY
718660,YXE
718670,YQD
718680,YHB
718690,YPA
718700,YYN
718710,YLL
718720,YXH
718730,YCT
718735,WCT
718736,WDZ
718740,YQL
718755,ZPC
718760,YQW
718770,YYC
718775,YGE
718776,YBW
718780,YQF
718790,YXD
718794,WSW
718800,YXC
718810,YET
718820,YRV
718830,YCP
718834,WSV
718840,YCG
718860,YDC
718870,YKA
718880,WJA
718884,ZWN
718886,YWV
718890,YYF
718900,YCD
718903,WAS
718910,WLY
718915,WKV
718916,WAD
718920,YVR
718930,YQQ
718936,YBL
718937,WFM
718940,WEB
718945,WCV
718955,WHJ
718956,WEM
718960,YXS
718964,YKQ
718965,WAU
718966,WCZ
718968,WZM
718970,WMS
718974,WKI
718980,YPR
718990,WJU
719000,WHO
719010,WTB
719020,YDP
719023,WFP
719040,YHA
719043,YAS
719044,YKG
719045,YLA
719050,YGW
719053,YMU
719060,YVP
719063,YKB
719064,YTQ
719065,YLU
719070,WPH
719073,YPH
719074,YIK
719075,YZG
719076,YKO
719077,YPX
719090,YFB
719094,YLC
719100,YTE
719104,YSK
719110,YUS
719120,YGX
719123,WGX
719130,YYQ
719143,YSR
719145,YYH
719150,YZS
719155,WHK
719156,YHK
719164,YCS
719165,WPT
719170,WEU
719174,YEU
719175,WJE
719176,WKU
719180,WRF
719190,WKE
719194,YBB
719195,WWM
719200,WFN
719220,YVC
719230,WJC
719240,YRB
719246,WGZ
719248,WCN
719249,WQN
719250,YCB
719260,YBK
719264,YEK
719270,YUR
719280,YRM
719284,WRM
719290,YUK
719300,YZU
719310,WLB
719320,YMM
719330,YPY
719334,WPY
719340,YSM
719350,YHY
719360,YZF
719365,WNG
719370,YUJ
719380,YCO
719390,YUI
719400,YQU
719403,YCQ
719430,YXJ
719440,YZY
719445,WWU
719446,WIO
719450,YYE
719458,YJF
719460,YFS
719465,YWY
719468,YWJ
719480,ZUE
719485,YPC
719490,WUM
719493,ZFA
719494,YHI
719500,YYD
719510,YXT
719520,YPZ
719523,WLC
719525,WPZ
719530,YQH
719540,YUB
719550,ZST
719560,WRP
719570,YEV
719574,ZFM
719575,YKD
719576,ZFN
719580,WDL
719596,WNI
719600,WLI
719630,WQY
719640,YXY
719645,YDM
719650,YMA
719660,YDA
719664,WON
719665,YOC
719670,WDB
719674,YDB
719675,YXQ
719680,YUA
719690,YAJ
719750,WYM
719760,WNO
719770,ZOC
719780,WOI
719790,WPA
719800,WQF
719810,WMU
719820,WNW
719830,ZRP
719840,ZPK
719850,ZUB
719860,WMV
719994,WQJ
722010,EYW
722015,NQX
722016,MTH
722019,X84
722020,MIA
722023,AMX
722024,OPF
722025,FLL
722026,HST
722027,X87
722028,X86
722029,TMB
722030,PBI
722035,X53
722036,X81
722037,HWO
722038,APF
722039,FXE
722040,MLB
722044,GIF
722045,VRB
722046,TIX
722047,X82
722048,X80
722049,PMP
722050,MCO
722053,ORL
722054,BKV
722055,OCF
722056,DAB
722057,SFB
722058,1J3
722059,90J
722060,JAX
722064,X41
722065,NIP
722066,NRB
722067,NZC
722068,CRG
722070,SAV
722077,1J2
722079,49J
722080,CHS
722083,IGC
722084,NEX
722085,NBC
722087,86J
722088,84J
722090,LHW
722100,TBW
722103,FPR
722104,SPG
722105,X89
722106,FMY
722107,IMM
722108,RSW
722110,TPA
722115,SRQ
722116,PIE
722117,X91
722118,X90
722119,LAL
722120,CTY
722123,BOW
722130,AYS
722135,AMG
722136,BQK
722137,SSI
722138,MGR
722139,1J1
722140,TLH
722146,GNV
722160,ABY
722166,VLD
722170,MCN
722175,WRB
722180,AGS
722184,7A9
722190,ATL
722195,FTY
722196,PDK
722197,FFC
722200,AQQ
722210,VPS
722215,CEW
722223,PNS
722225,NPA
722226,NSE
722228,1J5
722230,MOB
722235,BFM
722236,8R1
722237,8R0
722238,HEY
722239,LOR
722245,PFN
722246,EGI
722250,LSF
722255,CSG
722260,MGM
722265,MXF
722266,SEM
722267,TOI
722268,DHN
722269,OZR
722270,MGE
722275,79J
722276,SXS
722280,BHM
722284,AUO
722285,GAD
722286,TCL
722287,ANB
722288,AUB
722289,BMX
722290,CKL
722293,7R5
722295,S58
722296,S65
722298,VRX
722299,W76
722303,01T
722304,1G7
722305,3V8
722306,41I
722307,7R1
722308,9F2
722309,AXO
722310,MSY
722313,SIL
722314,ARA
722315,NEW
722316,NBG
722317,BTR
722318,28K
722320,BVE
722325,8R3
722326,8R5
722327,7R2
722328,7R3
722329,PTN
722330,LIX
722335,P30
722337,5R0
722340,MEI
722344,LMS
722345,NMM
722346,LUL
722347,HBG
722348,PIB
722349,PCU
722350,JAN
722355,VKS
722356,GLH
722357,HEZ
722358,MCB
722359,GWO
722365,P21
722375,P22
722384,H39
722385,P25
722390,POE
722393,L40
722394,S02
722395,P26
722396,VUW
722397,19R
722398,7R8
722400,LCH
722403,P92
722404,CWF
722405,LFT
722406,HUM
722407,8R6
722408,7R4
722409,P00
722410,BPT
722413,FOQ
722414,28T
722415,8R7
722420,GLS
722425,9R0
722428,HGX
722429,DWH
722430,IAH
722433,IWS
722435,HOU
722436,EFD
722437,8R8
722439,T46
722445,CLL
722446,LFK
722448,TYR
722453,RPE
722470,GGG
722480,SHV
722484,DTN
722485,BAD
722486,MLU
722487,ESF
722490,FWD
722499,OCH
722500,BRO
722505,HRL
722506,MFE
722510,CRP
722515,NGP
722516,NQI
722517,ALI
722519,9R1
722520,LRD
722523,SSF
722524,RKP
722526,COT
722527,LBX
722530,SAT
722533,HDO
722534,EWX
722535,SKF
722536,RND
722537,ERV
722540,AUS
722545,BSM
722546,T98
722547,T04
722550,VCT
722555,PSX
722556,NIR
722560,ACT
722563,F60
722570,HLR
722575,ILE
722576,GRK
722577,TPL
722583,DAL
722585,NBE
722587,PRX
722588,GVT
722589,DTO
722590,DFW
722593,FWS
722594,AFW
722595,NFW
722596,FTW
722597,MWL
722598,ADS
722599,RBD
722600,SEP
722610,DRT
722615,DLF
722620,GDP
722623,E38
722630,SJT
722636,DHT
722637,HHF
722640,MRF
722650,MAF
722656,INK
722660,ABI
722666,BWD
722670,LBB
722673,F39
722675,REE
722676,PVW
722680,ROW
722683,SRR
722685,4CR
722686,CVS
722687,CNM
722688,HOB
722689,CVN
722690,2C2
722693,ALM
722695,LRU
722700,ELP
722704,BIF
722710,TCS
722720,SVC
722725,DMN
722726,13A
722730,FHU
722733,P65
722735,DUG
722740,TUS
722745,DMA
722746,SAD
722747,E74
722748,CGZ
722780,PHX
722783,FFZ
722784,DVT
722785,LUF
722786,IWA
722787,E63
722788,GYR
722789,SDL
722800,YUM
722806,P01
722810,NJK
722859,9L0
722860,RIV
722864,L35
722865,ONT
722866,SBD
722867,BUO
722868,PSP
